"","node","time","alanine_aminotransferase_alt","albumin","aspartate_aminotransferase_ast","cardiac_troponin_normal_sensitivity","c_reactive_protein_crp_normal_sensitivity","creatinine","ferritin","fibrinogen","lactate_dehydrogenase_ldh","lymphocyte_count","neutrophil_count","prothrombin_time_pt","total_bilirubin","white_blood_cell_count_leukocytes","d_dimer"
"1",1,22.4561933534743,58.2804203539823,3.02931937172775,63.1384058043478,0.1775,96.2099462365591,1.88695987654321,1799.82608695652,595.148387096774,381.601851851852,1.33783674657534,7.76839505050505,15.4793018108108,0.967523923444976,9.52967856920684,1559.99299065421
"2",2,23.7835153922542,63.6931643625192,3.07384341637011,66.3882265275708,0.139731404958678,99.5838827838828,2.00647396551724,1840.30065359477,606.11602012931,376.862083325,1.326841901566,7.53222832599119,15.3944053954306,1.00088798360656,9.3886000509684,1532.59952978056
"3",3,25.9048067860509,70.2254829123328,3.08265682656827,67.0578034682081,0.116074380165289,99.6007380073801,1.96200577627772,1752.47816455696,644.116372995595,375.638163087886,1.30399853070175,6.93004708695652,15.4008375809199,1.11917577223089,9.11194121387283,1370.26
"4",4,24.7870182555781,70.0595611285267,3.09372549019608,69.4830010122699,0.127810762711864,103.714503816794,1.87468012448133,1616.68305084746,638.554311791045,389.151422756098,1.39505760368664,6.47343583143508,15.7234035440613,1.24831414473684,9.06187607476635,1282.28956228956
"5",5,24.4893081761006,74.2035623473282,3.07663551401869,70.8511342155009,0.101311881188119,101.806681034483,1.84212137709138,1523.63193277311,623.948611089744,387.298115942029,7.63192857142857,6.39632768361582,15.7242267307692,1.25325651302605,9.04870730220493,1268.47978723404
"6",6,23.6406844106464,59.1494592035398,3.10281690140845,63.223102795389,0.0869921875,101.74,1.79230292635659,1390.74503311258,609.143399306931,381.88347639485,11.5773023255814,6.34004587155963,15.8623775268817,0.988624754601227,8.74155860510806,1286.255
"7",7,23.0577819198509,55.8820109439124,3.07766990291262,62.9402684563758,0.16591609929078,99.5896166134185,1.87895914448669,1720.61627681287,600.71891531746,382.160480349345,2.14502682092555,7.43360944111776,15.7264001453958,0.893813314037627,9.42621794230769,1444.36005434783
"8",8,24.5091154625253,61.3971036585366,3.12917705735661,67.3858515506958,0.15631835978836,105.141724941725,2.0163739738292,1781.59294295045,604.073362225433,383.385551948052,1.94127031019202,7.15009041055719,15.5075530612245,0.959134276457883,9.30195736622655,1498.63253638254
"9",9,26.5721212121212,63.9938524590164,3.125,67.477827375,0.130630952380952,106.283774834437,1.95276571960298,1860.92277432712,628.107252622478,393.197594506627,1.34052702702703,6.62440729946524,15.3431614461883,1.11473113702624,9.04789925856698,1335.08646245059
"10",10,26.2435582822086,61.2119003690037,3.08958333333333,67.1220566034327,0.129474739336493,103.335129310345,1.82850920226131,1814.52208835341,627.251179941003,391.958968926554,1.36945547945205,6.26946395945946,15.3863344871795,1.17181773399015,8.95403084971465,1261.02156862745
"11",11,26.2222222222222,63.4227258148505,3.06538461538462,66.8157169990503,0.151940104166667,98.1727539503386,1.75775107894737,1625.60254820248,618.282146379822,379.631967213115,4.67812032884903,6.31031617647059,15.4397964449819,1.15962602459016,9.03207194536975,1278.73706004141
"12",12,25.6574014221073,56.5587745554446,3.08928571428571,62.9315968938656,0.176865079365079,99.2355503512881,1.72359125661376,1524.57523808791,607.766187412141,370.728738317757,4.88787735849057,6.61046296296296,15.6233894945848,0.994968717413973,9.12471528021607,1368.96976401549
"13",13,22.5088709677419,55.3373609551208,3.12008670520231,64.0591610158014,0.145566860465116,98.9872524752475,1.88721949917898,1713.16531424821,580.141610337838,396.483576642336,4.79045029824561,7.22831590592334,15.4098625177809,1.02843610640871,9.66865298157454,1415.62611607143
